제목,링크
이런 제가 감히 고양님을 키워도 될까요...?🥺 고없파의 순수한 질문! 집사의 자격은 뭘까?,https://www.youtube.com/watch?v=0WMxEla5NBs&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=15&pp=iAQB
30만 구독자 눈에 건배🍷 Q&A 미야옹철 고양이설 해명합니다,https://www.youtube.com/watch?v=6RkUUUfq0rs&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=16&pp=iAQB
사람이나 고양이나 지긋지긋한 변비...유쾌 상쾌 통쾌 해결법!! 💩,https://www.youtube.com/watch?v=dhbCdbHZlkw&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=17&pp=iAQB
눈썹문신 하고 고양이가 절 못 알아보는 거 같아요ㅠㅠㅠㅠㅠ,https://www.youtube.com/watch?v=LC91Q111XPo&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=18&pp=iAQB
"화장실 모래, 고양이가 먹으면...😨",https://www.youtube.com/watch?v=y_6zwTxnbag&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=19&pp=iAQB
착한 고양이 성격을 사납게도 만들수 있나요?😾,https://www.youtube.com/watch?v=JAeqboRuM7c&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=20&pp=iAQB
사나운 고양이를 개냥이로 만드는 가장 쉬운 방법 (feat. 수의사),https://www.youtube.com/watch?v=rfRKMu_SaBc&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=21&pp=iAQB
고양이도 집사에게 삐질까? (feat. 수의사),https://www.youtube.com/watch?v=QL74SYYI8Qo&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=22&pp=iAQB
"수의사냐고요? 면발불리기 아티스트예요 고소공포증 있는 고양이, 창문에 비둘기 부르는 집사썰!",https://www.youtube.com/watch?v=Lx8x9-1HIeQ&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=23&pp=iAQB
사실 여러분 고양이도 화장실 가기를 힘들어하고 있을지 몰라요!,https://www.youtube.com/watch?v=2xh_R7RjzfU&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=24&pp=iAQB
고양이 소변테러..나한테 복수하는 걸까?🤔,https://www.youtube.com/watch?v=2TniX1Rk9SY&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=25&pp=iAQB
고양이는 대체 왜 이럴까❓❗️,https://www.youtube.com/watch?v=hONtiyPRKXc&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=26&pp=iAQB
고양이는 배 속의 아기를 느끼고 임신했다는 사실을 알까?,https://www.youtube.com/watch?v=V_RqEOPEUIE&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=27&pp=iAQB
철벽 치는 고양이와 친해지는 유일한 방법 (feat. 수의사),https://www.youtube.com/watch?v=w-Tq5AIfGlQ&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=28&pp=iAQB
고양이가 꾹꾹이 하는데 🌶가…괜찮나요?,https://www.youtube.com/watch?v=nIN29SLfC6I&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=29&pp=iAQB
😼고양이 관상분석!,https://www.youtube.com/watch?v=cKYpHjXrPEY&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=30&pp=iAQB
그래서 수의사네 고양이는 무슨 사료를 먹고 있을까?,https://www.youtube.com/watch?v=D99l3famO4g&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=31&pp=iAQB
핥더니 갑자기 앙 물어버리는 고양이의 속마음,https://www.youtube.com/watch?v=WvEgI4uFfh0&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=32&pp=iAQB
코로나 걸리면 원룸에 혼자있는 고양이는 누가 챙기지?,https://www.youtube.com/watch?v=HXVUT4iHRwI&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=33&pp=iAQB
결혼 7년차 유부남에게 연애프로그램 섭외가 들어왔다,https://www.youtube.com/watch?v=MpMhDMeTw14&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=34&pp=iAQB
화장실 망부석 고양이🚽,https://www.youtube.com/watch?v=CX2M4R6p4-E&list=PLhLLGKcG94RNz25hnHOqI4FomfNvH3oxD&index=35&pp=iAQB
