제목,링크
"설채현, 수의사로서 부끄럽다. 갑수목장사태에 관한 생각",https://www.youtube.com/watch?v=KhzOmXDia4s&list=PLfLVnVofgzHLqPSDblwylv7MJeMn921Xx&index=26&pp=iAQB
설채현 또 화났다!!  개 키우지 마세요 제발! (개물림 사고),https://www.youtube.com/watch?v=2NV1l8s5Wmw&list=PLfLVnVofgzHLqPSDblwylv7MJeMn921Xx&index=27&pp=iAQB
"생애 첫 라방! (with변호사친구/개물림사고처벌, 반려동물법률상담)",https://www.youtube.com/watch?v=_ZPgp-Do1Ek&list=PLfLVnVofgzHLqPSDblwylv7MJeMn921Xx&index=28&pp=iAQB
반려견 목에 이물질 걸렸을 때 응급처치?!_내 강아지 살리는 하임리히법,https://www.youtube.com/watch?v=92EByzD_Dt4&list=PLfLVnVofgzHLqPSDblwylv7MJeMn921Xx&index=29&pp=iAQB
번식장 모견에서 설채현 전문가의 반려견이 되다_☆세상이의 수술 후기☆ (세나개 강아지 공장편 출연),https://www.youtube.com/watch?v=9seAeLkS2EU&list=PLfLVnVofgzHLqPSDblwylv7MJeMn921Xx&index=30&pp=iAQB
세나개 번식장 모견_세상이|설샘 폰 영상 대방출,https://www.youtube.com/watch?v=vAtXcSXANnM&list=PLfLVnVofgzHLqPSDblwylv7MJeMn921Xx&index=31&pp=iAQB
세상이 먹방 ASMR _ 얼마나 맛있게요~,https://www.youtube.com/watch?v=Q20bNwnOzUU&list=PLfLVnVofgzHLqPSDblwylv7MJeMn921Xx&index=32&pp=iAQB
세상이 먹방 ASMR _ 얼마나 맛있게요~,https://www.youtube.com/watch?v=Q20bNwnOzUU&list=PLfLVnVofgzHLqPSDblwylv7MJeMn921Xx&index=33&pp=iAQB
댕댕아~ 내꿈 꿔~ |설채현 구설수,https://www.youtube.com/watch?v=B-rJpibLZRk&list=PLfLVnVofgzHLqPSDblwylv7MJeMn921Xx&index=34&pp=iAQB
'이런'행동하는 반려견과 절대 침대에서 같이 자면 NO!|설채현 구설수,https://www.youtube.com/watch?v=dKHMJTYCbng&list=PLfLVnVofgzHLqPSDblwylv7MJeMn921Xx&index=35&pp=iAQB
강아지 분리불안 낮추는 안정화교육법 (relaxation  protocol),https://www.youtube.com/watch?v=pbtCFAdjmvU&list=PLfLVnVofgzHLqPSDblwylv7MJeMn921Xx&index=36&pp=iAQB
[ENG SUB]후각으로 보호자 임신을 안다고!?|설채현 구설수,https://www.youtube.com/watch?v=iVoYn1-JYQc&list=PLfLVnVofgzHLqPSDblwylv7MJeMn921Xx&index=37&pp=iAQB
중성화 고민 끝! 댓글 2탄|설쌤 Q&A,https://www.youtube.com/watch?v=fOjngiz7s7U&list=PLfLVnVofgzHLqPSDblwylv7MJeMn921Xx&index=38&pp=iAQB
중성화 아직도 고민? 댓글 1탄|설쌤 Q&A,https://www.youtube.com/watch?v=2otO5i51gPo&list=PLfLVnVofgzHLqPSDblwylv7MJeMn921Xx&index=39&pp=iAQB
강아지 슬개골 탈구 댓글 3 |설쌤Q&A,https://www.youtube.com/watch?v=Fgf2n2KhMmo&list=PLfLVnVofgzHLqPSDblwylv7MJeMn921Xx&index=40&pp=iAQB
강아지 슬개골탈구 댓글 2 |설쌤 Q&A,https://www.youtube.com/watch?v=gwiIvKuNJHs&list=PLfLVnVofgzHLqPSDblwylv7MJeMn921Xx&index=41&pp=iAQB
강아지 슬개골 탈구 댓글 1 | 설쌤Q&A,https://www.youtube.com/watch?v=qG89exAJN3I&list=PLfLVnVofgzHLqPSDblwylv7MJeMn921Xx&index=42&pp=iAQB
강아지 스케일링? 첫 산책교육?|설쌤 Q&A,https://www.youtube.com/watch?v=cz7iaXqS89g&list=PLfLVnVofgzHLqPSDblwylv7MJeMn921Xx&index=43&pp=iAQB
"개털, 미세먼지 후기 댓글 |설쌤 Q&A",https://www.youtube.com/watch?v=NwCD92cldO4&list=PLfLVnVofgzHLqPSDblwylv7MJeMn921Xx&index=44&pp=iAQB
