제목,링크
생김새 닮은 견종은 성격도 비슷할까?｜강형욱 X 이승인 누가,https://www.youtube.com/watch?v=k7aD2VNAxIE&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=18&pp=iAQB
4개월 워터콜리! 물놀이 교육 대참사?!! (보더 콜리 베리)│강형욱의 멍스쿨 초보 보호자,https://www.youtube.com/watch?v=Pl_Cpwr20zo&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=19&pp=iAQB
"개린이 보더 콜리, 어질리티 신동의 탄생! (보더 콜리 베리)│강형욱의 멍스쿨 초보 보호자",https://www.youtube.com/watch?v=ncLyyRbgFWE&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=20&pp=iAQB
"보호자에게 실망하게 되는 금지 사항, 강아지 손 교육(보더 콜리 베리)│강형욱의 멍스쿨 초보 보호자",https://www.youtube.com/watch?v=bMfCNGz0WDM&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=21&pp=iAQB
"분리불안 교육, 미리 예방 가능하다!│강형욱의 멍스쿨 초보 보호자",https://www.youtube.com/watch?v=bgUup3C-LdA&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=22&pp=iAQB
우리 애가 밥을 흡입해요ㅠㅠ(사라진 사료)│강형욱의 멍스쿨 초보 보호자,https://www.youtube.com/watch?v=yCqzo_DIbJo&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=23&pp=iAQB
가슴줄 하면 고장나는 꼬마 비숑 강아지│강형욱의 멍스쿨 초보 보호자,https://www.youtube.com/watch?v=5PF5dMzSLZE&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=24&pp=iAQB
보호자 따라다니는 강아지 닮은 검은 그림자│강형욱의 멍스쿨 초보 보호자,https://www.youtube.com/watch?v=VSzERyOQ8sw&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=25&pp=iAQB
앉아 시키면 바닥에 붙는 강아지│강형욱의 멍스쿨 초보 보호자,https://www.youtube.com/watch?v=2hwUIL4l_FA&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=26&pp=iAQB
덤벼라 청소기! 지금 교육하면 평생 안 무서워│강형욱의 멍스쿨 초보 보호자,https://www.youtube.com/watch?v=JvEh4ApPQoM&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=27&pp=iAQB
내 강아지가 그 장난감을 안 갖고 논 이유,https://www.youtube.com/watch?v=OisEpsNPw84&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=28&pp=iAQB
"손발 무는 강아지, 못 하게만하면 더 큰 문제온다(올바른 터그놀이로 대체하기)│강형욱의 멍스쿨 초보 보호자",https://www.youtube.com/watch?v=ckc4TbdhAk8&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=29&pp=iAQB
"내 강아지, 보호자 덕후 만들기│강형욱의 멍스쿨 초보 보호자",https://www.youtube.com/watch?v=nJhBYRgU59o&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=30&pp=iAQB
먹이 때문에 공격성을 보인다면 이런 행동은 위험｜내 강아지의 공격성 하이라이트,https://www.youtube.com/watch?v=CQJAPgvqMmk&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=31&pp=iAQB
내 아기 강아지에게 ‘외로움을 가르칠 건가요?’│강형욱의 멍스쿨 초보 보호자,https://www.youtube.com/watch?v=_7DSGTQryk8&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=32&pp=iAQB
솜뭉치 푸들은 참지않긔! ‘강형욱 훈련사도 깨물리면 아프다’│강형욱의 멍스쿨 초보 보호자,https://www.youtube.com/watch?v=pcwWhloCISA&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=33&pp=iAQB
돌격하는 솜뭉치와 '목줄 채우기 전쟁'│강형욱의 멍스쿨 초보 보호자,https://www.youtube.com/watch?v=FYqlZvWueh4&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=34&pp=iAQB
강형욱 훈련사도 못 앉히는 강아지? '댕댕이 빌런의 등장'│강형욱의 멍스쿨 초보 보호자,https://www.youtube.com/watch?v=ZZr7TFwIciQ&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=35&pp=iAQB
점점 심해지는 식분증! 해결하는 교육법｜2019 댕댕이페스티벌,https://www.youtube.com/watch?v=YyKUgBOYztI&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=36&pp=iAQB
내 강아지 놓치지 말자! 줄 잘 잡는 방법｜내 강아지의 공격성 하이라이트,https://www.youtube.com/watch?v=FdhpqD8XCYM&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=37&pp=iAQB
강아지가 발뒤꿈치를 계속 물어요!｜2019 댕댕이페스티벌,https://www.youtube.com/watch?v=fCfZHIGentQ&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=38&pp=iAQB
내 손짓과 말투가 공격성을 칭찬했다｜내 강아지의 공격성 하이라이트,https://www.youtube.com/watch?v=CnybQ104FOw&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=39&pp=iAQB
스킨십을 너무 좋아해서 달려들고 점프하는데 어떡해야 하나요?｜2019 댕댕이페스티벌,https://www.youtube.com/watch?v=UTXAu-i47M0&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=40&pp=iAQB
나도 모르게 응원한 강아지의 줄당김｜내 강아지의 공격성 하이라이트,https://www.youtube.com/watch?v=0XNlEr3Pv4w&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=41&pp=iAQB
강아지를 다치게 만드는 위험한 터그놀이 실수│터그놀이 주의점,https://www.youtube.com/watch?v=Tbl2mq5pFdQ&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=42&pp=iAQB
터그놀이 모르던 강아지가 터그에 빠지는 과정│터그 초보 강아지,https://www.youtube.com/watch?v=dQnZZc1DcM4&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=43&pp=iAQB
강아지 ‘어부바’ 개인기 교육｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=ZXV4T0wAhVo&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=44&pp=iAQB
밥 먹을 때 다가오는 강아지 교육법!!｜2019 댕댕이페스티벌,https://www.youtube.com/watch?v=GuUanxQBaYQ&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=45&pp=iAQB
"다른 강아지를 모른 척하는 빈지노 반려견 꼬미, 이대로 괜찮을까?｜2019 댕댕이페스티벌",https://www.youtube.com/watch?v=2dQ64vKOmNM&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=46&pp=iAQB
강아지 ‘안녕’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=HG29iFkl-0I&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=47&pp=iAQB
흥분하면 소변 누는 강아지 교육하는 방법 From 강형욱 To 빈지노｜2019 댕댕이페스티벌,https://www.youtube.com/watch?v=MzZPmL7xB3Q&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=48&pp=iAQB
강아지 ‘뒤로 걸으며 다리 사이’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=qS7p28nSBck&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=49&pp=iAQB
강아지 ‘다리 사이에서 걷기’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=-Qva3bov7kE&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=50&pp=iAQB
강아지 ‘빵야’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=IH4KF7I6xyA&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=51&pp=iAQB
강아지 ‘받아먹기’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=zO4f_86dB30&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=52&pp=iAQB
내 강아지가 다른 강아지를 어려워한다면?｜2019 댕댕이페스티벌,https://www.youtube.com/watch?v=CklMh2znaqE&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=53&pp=iAQB
배변패드 끝에 볼일을 보는 이유는?｜2019 댕댕이페스티벌,https://www.youtube.com/watch?v=98ECfEteENA&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=54&pp=iAQB
강아지 ‘백스텝’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=Z7Mq5hyzQ-c&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=55&pp=iAQB
강아지 차멀미 줄이는 팁｜2019 댕댕이페스티벌,https://www.youtube.com/watch?v=c_TrRS4uenw&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=56&pp=iAQB
강아지 ‘굴러’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=PH2jK2wAf7A&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=57&pp=iAQB
강아지 ‘스피닝’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=S6L6ejsGpo4&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=58&pp=iAQB
강아지 ‘발에 손’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=6MaAtTWWVpg&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=59&pp=iAQB
강아지 ‘종치기’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=cFqe31cY6tY&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=60&pp=iAQB
[Eng sub/日本語字幕] 강아지 ‘볼팅’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=C28NJ-A1Swk&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=61&pp=iAQB
[Eng sub/日本語字幕] *독댄스 특집* 강아지 ‘스텝 바이 스텝’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=c_BQ8gaSPVs&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=62&pp=iAQB
[Eng sub/日本語字幕] *독댄스 특집* 강아지 ‘스핀 심화’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=196a_Ycu85A&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=63&pp=iAQB
강아지 ‘종이컵 입마개 연습’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=m0HFNg6mIww&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=64&pp=iAQB
강아지 ‘병뚜껑 챌린지’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=jVJOFZgXdF0&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=65&pp=iAQB
강아지 ‘다리 사이’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=lx15EVMYpzY&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=66&pp=iAQB
강아지 ‘브이·코’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=8Ldf4MbXxh8&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=67&pp=iAQB
강아지 ‘필통 · 양말찾기’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=N447YHkewqU&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=68&pp=iAQB
강아지 ‘숨바꼭질’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=n6CbtYQNeKI&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=69&pp=iAQB
강아지 ‘팔 점프’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=A4WerhFHUi0&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=70&pp=iAQB
강아지 ‘다리 사이 점프’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=Y5m3daz3a4g&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=71&pp=iAQB
강아지 ‘다리 점프’ 해보개｜강형욱의 멍스쿨,https://www.youtube.com/watch?v=wNpJSeGit5U&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=72&pp=iAQB
강아지 ‘켄넬 교육’ 편｜강형욱의 100초 레시피,https://www.youtube.com/watch?v=ZEZxyGAcePc&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=73&pp=iAQB
강아지 ‘스케이트보드 타기’ 편｜강형욱의 100초 레시피,https://www.youtube.com/watch?v=9nRMOQr3bOc&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=74&pp=iAQB
강아지 ‘가져오기 교육’ 편｜강형욱의 100초 레시피,https://www.youtube.com/watch?v=I3SpNSFBnxk&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=75&pp=iAQB
강아지 ‘이리와 교육’ 편｜강형욱의 100초 레시피,https://www.youtube.com/watch?v=_m4BpL0os00&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=76&pp=iAQB
강아지 ‘돌아 교육’ 편｜강형욱의 100초 레시피,https://www.youtube.com/watch?v=sEMjlZBZWUI&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=77&pp=iAQB
강아지 ‘손 교육’ 편｜강형욱의 100초 레시피,https://www.youtube.com/watch?v=1s-V_JMmfhk&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=78&pp=iAQB
강아지 ‘기다려 교육’ 심화 편｜강형욱의 100초 레시피,https://www.youtube.com/watch?v=lV5UyJlA1_U&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=79&pp=iAQB
강아지 ‘기다려 교육’ 기초 편｜강형욱의 100초 레시피,https://www.youtube.com/watch?v=aFojR9xDl30&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=80&pp=iAQB
강아지 ‘엎드려 교육’ 편｜강형욱의 100초 레시피,https://www.youtube.com/watch?v=q9JscWEpBpI&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=81&pp=iAQB
강아지 ‘앉아 교육’ 편｜강형욱의 100초 레시피,https://www.youtube.com/watch?v=qG3cZgje2CE&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=82&pp=iAQB
"여러분, 감수 하실 수 있겠습니까? | 강형욱의 100초 레시피 예고",https://www.youtube.com/watch?v=uE5ioMMhi-w&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=83&pp=iAQB
"배우고 싶었던 반려견 교육 팁, 강형욱 훈련사님이 알려드립니다! | 강형욱의 100초 레시피 예고",https://www.youtube.com/watch?v=nxPKLcc76Nc&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=84&pp=iAQB
"직접 경험해본 유럽의 강아지 매너, 펫티켓 ｜강형욱 X 페퍼TV",https://www.youtube.com/watch?v=gV7R-60qDOY&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=85&pp=iAQB
내 강아지는 비행기를 잘 탈까? 비행기 타는 연습하기 ｜강형욱 X 페퍼TV,https://www.youtube.com/watch?v=eSmsnvt5j9c&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=86&pp=iAQB
강아지와 한 달 유럽여행! 비용은 얼마? ｜강형욱 X 페퍼TV,https://www.youtube.com/watch?v=KMUjh6eoNiw&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=87&pp=iAQB
강아지와 유럽여행 중 위기상황 발생 썰 ｜강형욱 X 페퍼TV,https://www.youtube.com/watch?v=quq0x5S9Lgg&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=88&pp=iAQB
강형욱 훈련사도 매일 하는 분리불안 교육 ｜강형욱 X 대도서관,https://www.youtube.com/watch?v=aAGGqw3VhQQ&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=89&pp=iAQB
다견 가정 필수생활수칙 ｜강형욱 X 대도서관,https://www.youtube.com/watch?v=oR4_qt_g2GU&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=90&pp=iAQB
(참 쉬운) 강아지 친구 사귀기 ｜강형욱 X 대도서관,https://www.youtube.com/watch?v=zfEDP4GW0sg&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=91&pp=iAQB
소음에 민감한 강아지 솔루션 ｜강형욱 X 대도서관,https://www.youtube.com/watch?v=pHkEIsxVNVI&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=92&pp=iAQB
산책 나가면 집에 가기 싫은 강아지 ｜강형욱 X 대도서관,https://www.youtube.com/watch?v=uvdCG6wA7iU&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=93&pp=iAQB
강아지 안는 방법(이건 절대 금물!) ｜강형욱 X 대도서관,https://www.youtube.com/watch?v=kgeYkUNavug&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=94&pp=iAQB
강형욱 훈련사님의 세나개 마지막 인사｜반려견 기초 상식,https://www.youtube.com/watch?v=lnVT5z47W0s&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=95&pp=iAQB
뽀뽀의 목줄 적응 교육!｜반려견 기초 상식,https://www.youtube.com/watch?v=yzVN_8Fa0fY&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=96&pp=iAQB
빼로에게 올바른 놀이방법 알려주기｜반려견 기초 상식,https://www.youtube.com/watch?v=MoSkg0VQf-4&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=97&pp=iAQB
노견을 위한 산책교육!｜반려견 기초 상식,https://www.youtube.com/watch?v=BYDmpmfoZYY&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=98&pp=iAQB
산책이 어색한 콩이를 위한 교육!｜반려견 기초 상식,https://www.youtube.com/watch?v=QROZJzMOYlU&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=99&pp=iAQB
겁 많은 반려견에게 다가가는 방법!｜반려견 기초 상식,https://www.youtube.com/watch?v=M84OCLD7NaE&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=100&pp=iAQB
카푸를 위한 집 안 산책 솔루션!｜반려견 기초 상식,https://www.youtube.com/watch?v=BLfho40EuCw&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=101&pp=iAQB
"보호자 집착견을 위한 솔루션, 3 Don't!｜반려견 기초 상식",https://www.youtube.com/watch?v=NgiVvPloNuI&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=102&pp=iAQB
산책 시 보호자를 끌고 다니는 요미를 위한 교육｜반려견 기초 상식,https://www.youtube.com/watch?v=Bj6w-w21QXQ&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=103&pp=iAQB
산책 시 마킹을 하지 않던 멍미｜반려견 기초 상식,https://www.youtube.com/watch?v=6oUZGONHZcQ&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=104&pp=iAQB
다견 가정의 공간 분리 교육｜반려견 기초 상식,https://www.youtube.com/watch?v=b2JUgRBtdQM&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=105&pp=iAQB
외부 자극에 예민한 도담이｜반려견 기초 상식,https://www.youtube.com/watch?v=GI9RSI-hax8&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=106&pp=iAQB
이유와 목적 없이 방을 지키는 반려견을 위한 교육!｜반려견 기초 상식,https://www.youtube.com/watch?v=jXRYSlwaONw&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=107&pp=iAQB
씹고 뜯는 반려견을 위한 교육방법!｜반려견 기초 상식,https://www.youtube.com/watch?v=6PQbxPa2Q20&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=108&pp=iAQB
같이 걷는 산책을 위한 스페셜 사운드!｜반려견 기초 상식,https://www.youtube.com/watch?v=493r27M_xTU&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=109&pp=iAQB
보리를 위한 펫티켓 교육!｜반려견 기초 상식,https://www.youtube.com/watch?v=VWZa6csXSh4&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=110&pp=iAQB
공간에 집착하는 반려견을 위한 교육｜반려견 기초 상식,https://www.youtube.com/watch?v=0qdbYJLG5nc&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=111&pp=iAQB
흥분도가 높은 강아지를 위한 여행팁!｜반려견 기초 상식,https://www.youtube.com/watch?v=jhenTOyoktc&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=112&pp=iAQB
식용견사에서 구조된 ‘도도’의 세상으로의 도약｜반려견 기초 상식,https://www.youtube.com/watch?v=tM9KDCh2PN8&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=113&pp=iAQB
다른 강아지를 보면 공격적인 비누｜반려견 기초 상식,https://www.youtube.com/watch?v=e8lxSdNgA8A&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=114&pp=iAQB
견종 이해하기 (ver. 웰시 코기)｜반려견 기초 상식,https://www.youtube.com/watch?v=feDVObRtyqQ&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=115&pp=iAQB
아이들과 친해지기!｜반려견 기초 상식,https://www.youtube.com/watch?v=Kg_qRUYlCLo&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=116&pp=iAQB
반려견의 어린이 사회화 교육!｜반려견 기초 상식,https://www.youtube.com/watch?v=FzJFdECwVp8&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=117&pp=iAQB
외부인 방문시 흥분하는 반려견을 위한 교육｜반려견 기초 상식,https://www.youtube.com/watch?v=ctMgTGZNgZ8&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=118&pp=iAQB
집착하는 강아지를 위한 마법의 방석교육｜반려견 기초 상식,https://www.youtube.com/watch?v=yWK8OF8hwm0&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=119&pp=iAQB
반려견이 가슴줄과 친해지는 방법!｜반려견 기초 상식,https://www.youtube.com/watch?v=SBlhnIrV6Pk&list=PLVh3TM0B0WtntFLpB0oH4I8zAxbO-2xLK&index=120&pp=iAQB
